dstport,protocol,tag
1,eigrp,SV_4
3,fire,SV_3
1,ipx-in-ip,SV_2
3,l2tp,SV_5
4,dccp,SV_4
3,hmp,SV_1
4,crudp,SV_2
1,iso-ip,SV_5
5,larp,SV_2
1,pipe,SV_4
5,sat-expak,SV_3
2,sat-expak,SV_4
4,dcn-meas,SV_5
2,scc-sp,SV_1
4,scc-sp,SV_2
1,ipv6,SV_2
5,wb-expak,SV_2
4,nsfnet-igp,SV_4
3,st,SV_5
4,trunk-2,SV_4
3,idpr,SV_1
2,bna,SV_1
3,ipcomp,SV_2
3,iplt,SV_4
5,sun-nd,SV_4
2,any0hopprotocol,SV_1
5,nvp-ii,SV_3
2,rvd,SV_2
2,bbn-rcc-mon,SV_4
2,hopopt,SV_2
1,merit-inp,SV_1
4,skip,SV_3
5,sctp,SV_3
3,hopopt,SV_2
2,skip,SV_1
1,gre,SV_2
2,tp++,SV_5
4,ipv6-frag,SV_5
1,sps,SV_5
5,ipv6-icmp,SV_3
1,rsvp-e2e-ignore,SV_5
4,ippc,SV_1
3,idpr,SV_1
4,trunk-2,SV_3
5,tcf,SV_1
3,pup,SV_2
2,wesp,SV_1
4,anylocalnetwork,SV_4
5,ddp,SV_1
5,merit-inp,SV_4
4,sscopmce,SV_2
3,sprite-rpc,SV_5
4,leaf-2,SV_4
2,idpr,SV_2
4,wsn,SV_3
1,rdp,SV_3
2,bbn-rcc-mon,SV_1
2,cphb,SV_3
5,tlsp,SV_3
2,anydfs,SV_3
5,sprite-rpc,SV_2
5,tlsp,SV_1
5,secure-vmtp,SV_2
2,wesp,SV_5
4,ipv6-frag,SV_3
3,iso-ip,SV_4
4,tlsp,SV_5
1,uti,SV_2
5,ipv4,SV_4
5,ipip,SV_5
4,fire,SV_4
4,rdp,SV_2
4,sctp,SV_5
1,ipv6-nonxt,SV_2
2,merit-inp,SV_4
5,rdp,SV_4
2,stp,SV_1
1,il,SV_5
1,a/n,SV_3
2,ospfigp,SV_4
4,shim6,SV_2
3,pvp,SV_3
5,rdp,SV_1
1,ah,SV_2
3,trunk-1,SV_3
5,scps,SV_5
3,crtp,SV_5
3,idpr-cmtp,SV_2
2,sscopmce,SV_2
1,rsvp,SV_1
3,igmp,SV_2
5,uti,SV_1
2,tlsp,SV_5
2,tcp,SV_2
1,micp (deprecated),SV_1
4,iatp,SV_3
4,micp (deprecated),SV_1
2,prm,SV_2
4,i-nlsp,SV_5
3,scps,SV_1
3,rsvp,SV_3
1,iplt,SV_5
5,any0hopprotocol,SV_4
1,pup,SV_5
2,mtp,SV_2
3,ipv4,SV_3
2,ifmp,SV_4
5,isis over ipv4,SV_3
1,emcon,SV_3
3,dcn-meas,SV_5
4,min-ipv4,SV_1
2,ipv6-opts,SV_1
4,fc,SV_2
3,ah,SV_3
5,fc,SV_5
3,aris,SV_4
5,secure-vmtp,SV_4
4,sdrp,SV_1
1,isis over ipv4,SV_3
5,rvd,SV_2
3,rsvp,SV_5
3,wb-mon,SV_4
4,iptm,SV_1
4,vrrp,SV_4
4,tcf,SV_4
1,sprite-rpc,SV_1
3,fire,SV_3
5,qnx,SV_5
4,trunk-2,SV_5
4,bna,SV_1
2,scps,SV_2
1,vmtp,SV_4
4,nsfnet-igp,SV_3
2,swipe (deprecated),SV_4
1,pvp,SV_2
3,iatp,SV_1
2,trunk-2,SV_2
5,sat-mon,SV_3
1,ipv6-frag,SV_5
4,skip,SV_5
4,etherip,SV_1
3,sps,SV_1
1,scps,SV_2
4,sm (deprecated),SV_4
3,trunk-1,SV_4
3,aris,SV_2
1,iso-tp4,SV_2
3,nsh,SV_3
4,rsvp,SV_2
3,nvp-ii,SV_2
3,cphb,SV_4
1,cftp,SV_1
1,rvd,SV_5
4,iatp,SV_3
2,wb-mon,SV_5
4,anylocalnetwork,SV_2
4,sprite-rpc,SV_4
2,shim6,SV_1
2,hmp,SV_4
5,ethernet,SV_2
4,pipe,SV_1
4,anyhostprotocol,SV_5
3,sctp,SV_1
2,idpr,SV_2
4,br-sat-mon,SV_5
3,reserved,SV_5
3,cbt,SV_5
2,dccp,SV_3
2,leaf-1,SV_4
1,ipv6-opts,SV_5
3,iatp,SV_4
4,mfe-nsp,SV_5
2,argus (deprecated),SV_5
1,stp,SV_5
1,leaf-1,SV_2
3,eigrp,SV_1
1,sctp,SV_4
4,ipv6-opts,SV_5
3,ipv6-frag,SV_4
1,tp++,SV_2
5,ah,SV_5
5,mpls-in-ip,SV_4
5,vines,SV_3
2,gre,SV_4
5,micp (deprecated),SV_5
3,compaq-peer,SV_4
5,mpls-in-ip,SV_2
4,wb-expak,SV_4
4,gre,SV_2
5,pnni,SV_5
3,leaf-2,SV_4
5,micp (deprecated),SV_4
3,ifmp,SV_2
1,pup,SV_5
1,sps,SV_5
3,nsfnet-igp,SV_2
2,nsfnet-igp,SV_1
4,tcf,SV_1
4,pup,SV_1
2,dccp,SV_3
3,wesp,SV_5
1,narp,SV_5
2,gre,SV_3
2,idpr,SV_1
3,sat-mon,SV_5
4,mobility header,SV_4
4,ippc,SV_1
4,fire,SV_3
3,larp,SV_5
4,pgm,SV_5
4,compaq-peer,SV_4
1,tp++,SV_2
2,dcn-meas,SV_3
3,swipe (deprecated),SV_1
5,scps,SV_3
4,crtp,SV_1
3,ethernet,SV_3
4,smp,SV_4
5,il,SV_4
4,ipcomp,SV_2
2,bna,SV_2
5,ptp,SV_4
3,3pc,SV_2
2,udp,SV_1
2,ipv6-nonxt,SV_2
3,ippc,SV_1
4,sat-mon,SV_4
5,crtp,SV_3
3,ipv6-nonxt,SV_1
4,a/n,SV_2
3,il,SV_4
5,sm (deprecated),SV_4
4,encap,SV_1
3,iptm,SV_4
1,a/n,SV_3
3,scc-sp,SV_2
2,il,SV_1
1,il,SV_3
2,reserved,SV_1
5,wsn,SV_2
3,iso-ip,SV_3
5,srp,SV_5
1,anylocalnetwork,SV_1
4,ipcomp,SV_4
2,leaf-2,SV_1
1,irtp,SV_4
2,cpnx,SV_3
2,idpr-cmtp,SV_2
4,fc,SV_4
3,trunk-2,SV_2
5,iso-tp4,SV_3
2,skip,SV_5
2,igp,SV_3
3,pnni,SV_2
3,sm (deprecated),SV_2
3,wb-expak,SV_3
5,ipv4,SV_1
2,a/n,SV_3
1,dgp,SV_1
4,visa,SV_3
5,hip,SV_5
3,gre,SV_5
4,encap,SV_4
5,scps,SV_1
4,sun-nd,SV_4
1,vmtp,SV_2
3,dcn-meas,SV_4
1,mux,SV_3
4,cphb,SV_4
1,smp,SV_2
1,dsr,SV_3
4,idpr-cmtp,SV_4
4,tp++,SV_1
2,bna,SV_3
3,sat-mon,SV_3
1,rvd,SV_4
3,trunk-2,SV_3
5,sps,SV_5
3,ethernet,SV_2
3,leaf-2,SV_4
1,aggfrag,SV_2
5,iso-tp4,SV_4
3,crudp,SV_5
1,narp,SV_5
3,eigrp,SV_4
5,ipip,SV_1
5,argus (deprecated),SV_4
3,kryptolan,SV_3
2,ipcv,SV_3
2,sprite-rpc,SV_2
3,ipv6-route,SV_3
3,gmtp,SV_1
2,ipv6,SV_5
4,wb-mon,SV_4
4,uti,SV_2
4,eigrp,SV_3
4,a/n,SV_4
3,esp,SV_3
3,ipv6-frag,SV_3
2,anyhostprotocol,SV_1
5,pnni,SV_1
1,pup,SV_5
2,ifmp,SV_3
5,rvd,SV_4
5,udp,SV_5
2,igmp,SV_5
4,scc-sp,SV_1
1,mpls-in-ip,SV_5
4,ethernet,SV_2
5,wesp,SV_3
2,ipv6-icmp,SV_3
1,any0hopprotocol,SV_1
2,sat-mon,SV_4
3,rsvp,SV_3
1,iatp,SV_2
5,aris,SV_2
5,mfe-nsp,SV_1
1,nsh,SV_1
3,sat-expak,SV_4
4,idrp,SV_5
3,dccp,SV_4
1,ipv6,SV_5
5,ippc,SV_3
4,nvp-ii,SV_2
2,anyprivencscheme,SV_2
3,pim,SV_1
5,ipcv,SV_3
4,hip,SV_5
1,rdp,SV_3
1,gre,SV_5
2,nvp-ii,SV_3
4,aris,SV_3
2,ipcv,SV_5
1,pim,SV_3
4,ipv6-frag,SV_1
3,ipv6-icmp,SV_4
5,skip,SV_5
3,i-nlsp,SV_2
5,shim6,SV_2
1,skip,SV_4
2,ipcv,SV_5
1,compaq-peer,SV_3
2,trunk-1,SV_2
5,argus (deprecated),SV_4
2,irtp,SV_5
3,egp,SV_5
2,leaf-1,SV_4
1,mobility header,SV_1
3,pvp,SV_2
1,xtp,SV_1
4,leaf-2,SV_4
3,argus (deprecated),SV_4
4,scps,SV_5
4,irtp,SV_1
3,idpr-cmtp,SV_1
4,trunk-1,SV_3
5,ippc,SV_5
2,ipv4,SV_4
3,scc-sp,SV_4
2,srp,SV_2
3,aris,SV_3
5,argus (deprecated),SV_4
2,igp,SV_1
2,iplt,SV_3
5,pnni,SV_3
5,gmtp,SV_2
4,hmp,SV_5
4,dsr,SV_3
2,xns-idp,SV_4
5,srp,SV_3
5,kryptolan,SV_3
1,mtp,SV_1
5,leaf-2,SV_5
5,l2tp,SV_3
3,hmp,SV_5
2,mpls-in-ip,SV_2
5,cbt,SV_3
4,sat-mon,SV_1
5,micp (deprecated),SV_1
2,smp,SV_1
5,scps,SV_3
1,mobility header,SV_4
1,ipx-in-ip,SV_4
5,dsr,SV_5
3,etherip,SV_1
3,cpnx,SV_3
3,bbn-rcc-mon,SV_4
2,ipx-in-ip,SV_5
4,mobility header,SV_3
4,nvp-ii,SV_5
1,cpnx,SV_1
5,3pc,SV_1
4,hmp,SV_2
1,crudp,SV_1
4,sm (deprecated),SV_3
4,il,SV_2
2,emcon,SV_4
1,stp,SV_4
1,trunk-1,SV_5
2,vines,SV_4
2,chaos,SV_5
3,narp,SV_5
4,leaf-1,SV_5
3,udplite,SV_1
2,pnni,SV_5
3,tcf,SV_5
5,il,SV_2
1,ipcv,SV_1
1,trunk-2,SV_4
2,xtp,SV_2
4,mobility header,SV_3
5,dcn-meas,SV_1
2,a/n,SV_2
3,etherip,SV_2
2,argus (deprecated),SV_4
1,vines,SV_3
5,nsfnet-igp,SV_3
2,iso-ip,SV_1
2,udp,SV_4
3,3pc,SV_1
4,pup,SV_4
4,trunk-2,SV_1
3,trunk-1,SV_5
2,anylocalnetwork,SV_2
3,dcn-meas,SV_4
1,udplite,SV_1
1,tp++,SV_5
2,irtp,SV_4
2,anydfs,SV_3
5,l2tp,SV_5
3,trunk-2,SV_2
2,iplt,SV_4
2,ipv6-opts,SV_1
1,snp,SV_1
5,ax.25,SV_5
4,min-ipv4,SV_4
2,rsvp,SV_1
5,dgp,SV_4
4,pipe,SV_5
3,mtp,SV_1
4,vines,SV_4
4,micp (deprecated),SV_1
4,br-sat-mon,SV_4
2,ospfigp,SV_5
3,mfe-nsp,SV_5
1,bna,SV_2
1,rohc,SV_4
1,gmtp,SV_2
4,uti,SV_2
2,ipip,SV_3
3,hopopt,SV_2
4,pipe,SV_3
5,ipv6-route,SV_1
5,hmp,SV_3
3,igmp,SV_5
3,ipv6-icmp,SV_2
4,trunk-2,SV_3
3,shim6,SV_3
5,reserved,SV_2
2,pim,SV_1
1,esp,SV_1
1,wb-mon,SV_5
1,compaq-peer,SV_2
4,iptm,SV_4
1,fc,SV_2
2,br-sat-mon,SV_2
5,mtp,SV_5
3,sun-nd,SV_1
4,fire,SV_4
1,kryptolan,SV_1
1,anyprivencscheme,SV_4
5,ah,SV_5
4,mux,SV_5
3,sps,SV_1
3,rohc,SV_1
2,i-nlsp,SV_5
1,sat-mon,SV_3
4,etherip,SV_4
2,rvd,SV_2
2,rsvp-e2e-ignore,SV_4
5,ipip,SV_5
2,leaf-1,SV_3
4,aris,SV_4
2,narp,SV_2
4,secure-vmtp,SV_3
5,a/n,SV_1
2,mtp,SV_5
1,wb-expak,SV_1
3,iplt,SV_3
3,nvp-ii,SV_4
4,sctp,SV_1
4,br-sat-mon,SV_3
3,gmtp,SV_1
2,encap,SV_3
3,chaos,SV_2
5,pvp,SV_1
4,chaos,SV_2
3,ipip,SV_4
5,bbn-rcc-mon,SV_3
4,vmtp,SV_2
5,leaf-2,SV_2
3,mtp,SV_2
1,uti,SV_2
4,wsn,SV_2
4,hmp,SV_4
5,3pc,SV_3
3,kryptolan,SV_4
1,nsh,SV_2
1,sprite-rpc,SV_3
2,bbn-rcc-mon,SV_2
5,anydfs,SV_2
1,ipv6-icmp,SV_1
2,larp,SV_1
2,dccp,SV_5
5,sdrp,SV_3
3,aris,SV_1
3,cbt,SV_4
3,sps,SV_4
3,icmp,SV_2
5,mtp,SV_3
4,dgp,SV_2
4,trunk-2,SV_5
2,nvp-ii,SV_4
5,mfe-nsp,SV_4
5,esp,SV_2
1,ifmp,SV_3
4,etherip,SV_3
3,prm,SV_4
4,cpnx,SV_5
3,idpr,SV_2
3,anyprivencscheme,SV_3
2,srp,SV_1
3,iplt,SV_1
5,manet,SV_3
3,tlsp,SV_5
5,ipcomp,SV_1
5,anydfs,SV_5
5,iso-ip,SV_5
3,ifmp,SV_2
3,idpr,SV_1
1,sps,SV_1
5,cphb,SV_5
4,rvd,SV_3
5,ipv6-frag,SV_5
2,netblt,SV_3
3,ipv6,SV_2
3,cbt,SV_4
5,fire,SV_1
5,ifmp,SV_5
3,mtp,SV_4
2,irtp,SV_5
4,iso-tp4,SV_5
5,ippc,SV_3
1,nsfnet-igp,SV_5
5,chaos,SV_1
5,igp,SV_5
4,tcf,SV_2
2,rsvp,SV_3
4,ipv6-nonxt,SV_3
4,aris,SV_4
4,egp,SV_2
4,merit-inp,SV_1
5,cphb,SV_1
5,ipv4,SV_4
1,nvp-ii,SV_1
3,qnx,SV_2
5,sscopmce,SV_4
5,fc,SV_2
5,rsvp,SV_5
5,any0hopprotocol,SV_3
4,reserved,SV_1
1,egp,SV_1
4,srp,SV_4
1,emcon,SV_2
5,cbt,SV_1
2,mobility header,SV_3
2,wesp,SV_2
2,ax.25,SV_4
4,larp,SV_2
3,a/n,SV_4
3,rvd,SV_4
5,hopopt,SV_1
5,crtp,SV_1
5,tcp,SV_4
2,cftp,SV_5
5,i-nlsp,SV_2
4,crtp,SV_3
3,visa,SV_5
2,ggp,SV_2
3,dgp,SV_4
1,sctp,SV_2
4,ifmp,SV_4
2,iso-tp4,SV_5
3,crudp,SV_1
2,crtp,SV_5
1,swipe (deprecated),SV_4
5,icmp,SV_2
5,ippc,SV_2
3,cpnx,SV_1
5,sdrp,SV_4
2,min-ipv4,SV_4
3,ipcomp,SV_4
1,trunk-2,SV_4
4,3pc,SV_2
5,pim,SV_4
5,dsr,SV_5
5,pim,SV_5
3,skip,SV_3
3,pim,SV_1
4,sat-mon,SV_2
2,tp++,SV_3
4,rsvp,SV_3
1,merit-inp,SV_1
4,ah,SV_5
5,sscopmce,SV_1
3,secure-vmtp,SV_3
3,sdrp,SV_2
4,hopopt,SV_5
5,min-ipv4,SV_1
2,udplite,SV_2
4,wb-expak,SV_2
2,idrp,SV_5
1,srp,SV_5
2,any0hopprotocol,SV_4
1,ifmp,SV_2
1,dgp,SV_2
1,i-nlsp,SV_5
1,swipe (deprecated),SV_2
1,aris,SV_1
3,mfe-nsp,SV_4
2,cpnx,SV_2
4,vines,SV_1
2,ethernet,SV_5
3,ifmp,SV_2
2,cphb,SV_3
5,vines,SV_1
4,ddp,SV_1
4,ggp,SV_4
4,srp,SV_3
1,iso-tp4,SV_1
4,mpls-in-ip,SV_2
3,prm,SV_2
5,narp,SV_5
1,isis over ipv4,SV_3
5,tp++,SV_4
2,cbt,SV_5
3,tcp,SV_5
2,xtp,SV_1
5,pup,SV_2
1,kryptolan,SV_5
3,ospfigp,SV_1
2,micp (deprecated),SV_5
2,prm,SV_4
3,ipv6-nonxt,SV_2
2,rdp,SV_1
3,mux,SV_1
3,ospfigp,SV_3
5,ddx,SV_4
2,ethernet,SV_2
1,crudp,SV_2
1,hopopt,SV_5
5,nvp-ii,SV_5
3,trunk-1,SV_5
4,iplt,SV_1
1,pnni,SV_5
4,sat-mon,SV_1
3,icmp,SV_4
5,min-ipv4,SV_1
2,udp,SV_1
1,st,SV_1
3,fc,SV_4
1,cftp,SV_2
1,secure-vmtp,SV_2
1,pvp,SV_2
1,iatp,SV_5
5,sscopmce,SV_2
4,ifmp,SV_2
2,sat-expak,SV_4
4,crudp,SV_1
5,rdp,SV_3
3,l2tp,SV_1
2,isis over ipv4,SV_1
3,vmtp,SV_5
4,rdp,SV_5
2,ipv4,SV_1
5,anyhostprotocol,SV_5
1,ipv6-icmp,SV_2
2,3pc,SV_1
3,wsn,SV_4
4,tlsp,SV_4
1,tp++,SV_1
2,iplt,SV_2
3,encap,SV_5
3,trunk-1,SV_1
5,manet,SV_2
3,min-ipv4,SV_3
3,srp,SV_4
1,scc-sp,SV_5
2,idrp,SV_3
5,udp,SV_2
3,isis over ipv4,SV_2
5,3pc,SV_1
1,pup,SV_2
5,eigrp,SV_2
2,sat-expak,SV_1
3,iso-tp4,SV_1
1,wesp,SV_3
3,any0hopprotocol,SV_5
4,sscopmce,SV_1
5,trunk-1,SV_3
5,mtp,SV_4
1,cbt,SV_3
2,stp,SV_5
4,idrp,SV_2
3,pipe,SV_3
5,esp,SV_3
4,idpr-cmtp,SV_4
5,visa,SV_5
4,cphb,SV_5
2,ipx-in-ip,SV_3
4,leaf-2,SV_2
3,stp,SV_2
5,hmp,SV_2
5,vmtp,SV_1
1,sps,SV_2
3,udp,SV_2
2,udp,SV_4
5,wsn,SV_3
5,ipx-in-ip,SV_5
2,eigrp,SV_3
2,pvp,SV_5
4,ggp,SV_5
2,bna,SV_3
1,iso-ip,SV_3
4,cphb,SV_5
5,egp,SV_2
2,dsr,SV_2
5,igmp,SV_1
3,anyhostprotocol,SV_5
5,ipv6-icmp,SV_3
2,idrp,SV_4
2,dsr,SV_4
3,dgp,SV_2
5,vrrp,SV_2
4,ipv6-route,SV_2
5,bbn-rcc-mon,SV_5
4,xns-idp,SV_1
2,3pc,SV_1
4,anydfs,SV_1
4,ipcomp,SV_4
2,isis over ipv4,SV_4
1,ipv4,SV_3
2,encap,SV_2
3,idpr,SV_3
4,igp,SV_5
1,hopopt,SV_3
5,dcn-meas,SV_3
3,bna,SV_4
5,icmp,SV_2
5,ipv6-icmp,SV_4
1,bbn-rcc-mon,SV_5
2,esp,SV_5
5,rdp,SV_2
3,pnni,SV_3
5,scc-sp,SV_1
3,sm (deprecated),SV_4
2,rvd,SV_4
1,vrrp,SV_4
2,dccp,SV_1
5,dsr,SV_4
1,br-sat-mon,SV_2
4,ipv6-frag,SV_4
2,dsr,SV_3
2,ax.25,SV_4
5,xnet,SV_2
4,ipv6-route,SV_3
1,rdp,SV_4
1,ah,SV_5
4,gre,SV_5
3,mfe-nsp,SV_3
4,vrrp,SV_4
4,ipv6-route,SV_4
5,fire,SV_4
3,udp,SV_3
1,ipv6-nonxt,SV_1
2,mpls-in-ip,SV_4
1,ddx,SV_2
5,dgp,SV_3
4,dsr,SV_5
5,rdp,SV_2
5,nsh,SV_1
3,emcon,SV_5
3,wsn,SV_3
5,argus (deprecated),SV_2
4,ospfigp,SV_4
5,crtp,SV_2
1,trunk-2,SV_5
1,micp (deprecated),SV_4
5,iptm,SV_5
3,idpr-cmtp,SV_4
3,iatp,SV_4
1,aggfrag,SV_1
2,pgm,SV_4
3,3pc,SV_1
3,ipv6-route,SV_5
3,idpr-cmtp,SV_5
2,pvp,SV_3
5,anyprivencscheme,SV_2
1,bna,SV_2
4,iptm,SV_4
2,fc,SV_1
4,swipe (deprecated),SV_5
3,rohc,SV_3
4,sscopmce,SV_5
2,qnx,SV_4
4,sun-nd,SV_3
3,vines,SV_5
4,ggp,SV_1
1,anylocalnetwork,SV_3
4,st,SV_3
5,mpls-in-ip,SV_5
1,merit-inp,SV_1
1,ddp,SV_1
4,sat-expak,SV_3
1,mfe-nsp,SV_4
4,secure-vmtp,SV_5
5,merit-inp,SV_3
1,swipe (deprecated),SV_3
4,srp,SV_2
1,tcp,SV_4
4,br-sat-mon,SV_5
4,eigrp,SV_4
4,nsfnet-igp,SV_2
2,mtp,SV_4
2,ggp,SV_3
2,rdp,SV_3
5,ggp,SV_1
5,sat-expak,SV_5
5,br-sat-mon,SV_1
2,anydfs,SV_4
1,hopopt,SV_1
3,emcon,SV_3
3,kryptolan,SV_5
4,ospfigp,SV_2
3,esp,SV_3
2,igp,SV_5
4,nsfnet-igp,SV_1
4,rsvp,SV_5
1,anydfs,SV_1
2,ddp,SV_1
5,eigrp,SV_1
5,pnni,SV_2
3,pipe,SV_3
4,ipx-in-ip,SV_2
2,pim,SV_3
1,swipe (deprecated),SV_3
3,sun-nd,SV_3
3,udplite,SV_2
2,ipip,SV_2
2,ipv6-nonxt,SV_4
1,ippc,SV_2
4,stp,SV_3
2,fc,SV_2
3,prm,SV_3
4,hopopt,SV_5
5,rohc,SV_4
5,ddx,SV_1
5,pnni,SV_4
2,tlsp,SV_4
1,isis over ipv4,SV_2
1,esp,SV_3
5,chaos,SV_3
1,netblt,SV_2
5,prm,SV_4
5,esp,SV_5
3,visa,SV_5
3,idpr-cmtp,SV_2
5,gmtp,SV_5
1,esp,SV_5
2,ipv6,SV_1
3,srp,SV_4
4,crtp,SV_3
4,aris,SV_3
4,sat-mon,SV_4
4,chaos,SV_4
2,igp,SV_4
3,sat-mon,SV_5
3,cftp,SV_1
2,dcn-meas,SV_3
1,etherip,SV_2
5,ippc,SV_3
3,ipv6-route,SV_4
3,anyprivencscheme,SV_2
1,ddx,SV_4
2,skip,SV_2
4,tcp,SV_2
4,iplt,SV_1
3,mux,SV_2
3,iso-tp4,SV_2
3,xtp,SV_3
4,isis over ipv4,SV_5
3,mfe-nsp,SV_3
3,nsh,SV_2
4,ptp,SV_2
4,crudp,SV_4
3,ddp,SV_2
3,br-sat-mon,SV_3
4,etherip,SV_4
4,ippc,SV_4
5,igp,SV_2
3,kryptolan,SV_1
3,shim6,SV_5
4,sctp,SV_4
2,iso-ip,SV_2
4,esp,SV_1
5,mux,SV_2
2,tcp,SV_5
1,crudp,SV_4
1,idpr-cmtp,SV_2
5,merit-inp,SV_3
2,pnni,SV_4
4,qnx,SV_4
5,vines,SV_1
5,a/n,SV_3
3,pgm,SV_3
3,xnet,SV_4
1,qnx,SV_5
2,emcon,SV_4
1,ddx,SV_2
2,visa,SV_2
5,skip,SV_4
4,vmtp,SV_4
5,anydfs,SV_5
1,qnx,SV_4
1,xtp,SV_3
4,emcon,SV_3
1,stp,SV_2
3,anyprivencscheme,SV_1
5,secure-vmtp,SV_2
2,kryptolan,SV_2
4,cbt,SV_2
5,ipv6-frag,SV_1
2,compaq-peer,SV_4
4,mfe-nsp,SV_2
5,mtp,SV_1
3,i-nlsp,SV_3
5,ipv6-route,SV_3
4,anydfs,SV_3
2,argus (deprecated),SV_4
2,st,SV_5
4,chaos,SV_1
2,ax.25,SV_2
4,xns-idp,SV_4
4,hmp,SV_3
1,mfe-nsp,SV_1
5,crudp,SV_2
3,emcon,SV_5
3,rvd,SV_5
2,ggp,SV_3
5,encap,SV_4
3,ddp,SV_1
1,ippc,SV_4
3,kryptolan,SV_2
2,trunk-2,SV_3
4,srp,SV_1
3,wb-expak,SV_5
2,leaf-1,SV_3
1,stp,SV_5
2,igp,SV_2
5,pipe,SV_4
1,smp,SV_2
3,bbn-rcc-mon,SV_2
4,nvp-ii,SV_2
4,trunk-2,SV_5
4,etherip,SV_4
5,pipe,SV_5
3,ipv6-icmp,SV_3
1,anyprivencscheme,SV_2
5,emcon,SV_3
2,ddp,SV_2
3,cftp,SV_3
3,anyhostprotocol,SV_3
4,argus (deprecated),SV_1
4,pvp,SV_4
5,cpnx,SV_5
4,ipip,SV_3
1,emcon,SV_3
1,vines,SV_1
4,dsr,SV_1
5,crudp,SV_1
1,isis over ipv4,SV_5
1,st,SV_1
3,mux,SV_5
4,il,SV_1
5,ipv6,SV_1
2,micp (deprecated),SV_5
3,shim6,SV_4
2,scps,SV_4
2,icmp,SV_3
5,ipv6-route,SV_5
3,aggfrag,SV_3
4,iso-tp4,SV_5
5,ethernet,SV_2
4,fc,SV_5
5,ax.25,SV_4
2,srp,SV_2
4,ggp,SV_2
4,manet,SV_3
2,argus (deprecated),SV_2
4,fire,SV_4
4,nsfnet-igp,SV_2
5,bna,SV_4
4,crudp,SV_4
4,etherip,SV_1
2,wb-expak,SV_5
3,vrrp,SV_5
2,ddp,SV_5
1,sprite-rpc,SV_3
2,iptm,SV_1
2,nsfnet-igp,SV_3
1,narp,SV_2
5,idpr,SV_4
4,ospfigp,SV_4
2,ipv6-route,SV_1
1,xns-idp,SV_4
3,pipe,SV_1
5,ipcv,SV_4
3,ah,SV_5
1,cphb,SV_2
3,min-ipv4,SV_1
1,xtp,SV_5
3,pvp,SV_4
2,anydfs,SV_3
3,sun-nd,SV_2
2,eigrp,SV_5
1,chaos,SV_3
3,sun-nd,SV_1
5,eigrp,SV_4
5,igp,SV_4
3,gmtp,SV_4
2,tlsp,SV_5
4,xtp,SV_5
3,i-nlsp,SV_5
5,min-ipv4,SV_1
3,irtp,SV_2
5,prm,SV_3
3,sprite-rpc,SV_4
1,egp,SV_3
4,ipv6-opts,SV_4
4,bna,SV_4
3,crtp,SV_5
2,gmtp,SV_1
1,trunk-1,SV_5
4,isis over ipv4,SV_3
5,tcf,SV_3
2,ipx-in-ip,SV_4
3,encap,SV_2
1,qnx,SV_5
2,ipip,SV_2
4,pvp,SV_4
3,hip,SV_4
3,igmp,SV_4
2,eigrp,SV_4
1,larp,SV_5
5,iso-tp4,SV_2
2,igmp,SV_1
2,dsr,SV_2
4,mfe-nsp,SV_2
5,ifmp,SV_4
5,compaq-peer,SV_3
5,manet,SV_4
3,reserved,SV_5
4,wsn,SV_2
3,crudp,SV_3
1,rsvp-e2e-ignore,SV_2
2,iso-tp4,SV_3
2,stp,SV_1
3,iso-tp4,SV_3
1,sat-expak,SV_2
4,igp,SV_4
4,tp++,SV_2
4,snp,SV_4
1,ipv6-opts,SV_2
3,igp,SV_2
1,iplt,SV_5
4,shim6,SV_4
4,st,SV_3
3,visa,SV_4
5,ospfigp,SV_5
2,vrrp,SV_1
5,vines,SV_2
2,hip,SV_2
3,wb-mon,SV_2
4,ipip,SV_4
2,trunk-2,SV_5
2,anylocalnetwork,SV_3
5,reserved,SV_5
4,br-sat-mon,SV_1
1,iso-tp4,SV_5
3,idpr-cmtp,SV_5
5,ospfigp,SV_4
1,sps,SV_5
2,secure-vmtp,SV_1
2,rvd,SV_2
1,iso-tp4,SV_2
1,hip,SV_3
1,tcf,SV_5
1,min-ipv4,SV_2
2,cbt,SV_4
3,trunk-1,SV_4
4,skip,SV_4
1,nvp-ii,SV_3
4,swipe (deprecated),SV_3
5,pipe,SV_2
3,kryptolan,SV_2
2,crtp,SV_2
4,larp,SV_4
5,ax.25,SV_4
2,pup,SV_1
1,icmp,SV_5
5,dgp,SV_1
5,crtp,SV_2
1,netblt,SV_1
2,xns-idp,SV_3
3,ipv4,SV_3
1,tcf,SV_2
5,hopopt,SV_4
4,anyprivencscheme,SV_4
1,aggfrag,SV_5
4,ipcv,SV_3
3,sdrp,SV_5
2,leaf-2,SV_4
3,vrrp,SV_4
1,nsfnet-igp,SV_4
4,ospfigp,SV_1
1,vines,SV_3
5,nsfnet-igp,SV_5
4,dccp,SV_1
4,ospfigp,SV_2
5,srp,SV_2
1,rsvp-e2e-ignore,SV_5
5,a/n,SV_2
5,ddx,SV_4
2,tcp,SV_4
1,cbt,SV_4
5,fire,SV_4
2,tcf,SV_1
4,ddx,SV_1
1,etherip,SV_1
3,mfe-nsp,SV_3
4,dgp,SV_5
5,chaos,SV_1
2,ipv4,SV_1
5,iplt,SV_1
4,gre,SV_2
4,isis over ipv4,SV_1
2,aris,SV_4
3,rohc,SV_4
